City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
297,port lincoln,-34.7333,135.8667,11.53,71,7,5.39,AU,1691597548
298,veselynove,47.3567,31.2349,25.96,33,10,4.53,UA,1691597548
299,port mathurin,-19.6833,63.4167,22.96,64,45,9.02,MU,1691597548
300,ponta delgada,37.7333,-25.6667,24.4,94,75,6.17,PT,1691597548
301,orsa,54.5153,30.4053,19.32,59,70,1.23,BY,1691597548
302,bom jardim,-7.7958,-35.5872,29.46,39,10,6.62,BR,1691597549
303,hithadhoo,-0.6,73.0833,27.65,72,73,0.72,MV,1691597549
304,alavus,62.5833,23.6167,20.74,62,98,1.9,FI,1691597549
305,labytnangi,66.6572,66.4183,13.33,72,75,2.97,RU,1691597549
306,dihok,36.8695,42.994,38.63,11,0,2.06,IQ,1691597549
307,yanam,16.7333,82.2167,27.94,75,100,1.74,IN,1691597549
308,vila franca do campo,37.7167,-25.4333,24.23,85,92,6.92,PT,1691597549
309,sechelt,49.4664,-123.7694,18.97,96,100,4.19,CA,1691597442
310,east london,-33.0153,27.9116,17.52,72,75,4.63,ZA,1691597550
311,ordynskoye,54.3656,81.8994,17.83,59,51,0.82,RU,1691597550
312,port saint john's,-31.6229,29.5448,17.68,80,99,3.54,ZA,1691597550
313,beinamar,8.6698,15.3813,21.29,98,100,1.41,TD,1691597550
314,ostersund,63.1792,14.6357,15.34,63,75,8.75,SE,1691597550
315,haiku-pauwela,20.9219,-156.3051,24.47,78,20,6.69,US,1691597550
316,mogok,22.9167,96.5,19.11,96,100,1.13,MM,1691597550
317,mahina,-17.5065,-149.489,22.87,83,20,2.06,PF,1691597550
318,saint-pierre,-21.3393,55.4781,21.82,78,100,2.06,RE,1691597551
319,lashio,22.9333,97.75,19.97,98,100,0.65,MM,1691597551
320,ban houakhoua,20.2453,100.4547,22.54,99,100,0.42,LA,1691597551
321,novo aripuana,-5.1206,-60.3797,38.11,27,6,2.27,BR,1691597551
322,wladyslawowo,54.7909,18.4009,19.19,61,100,6.17,PL,1691597551
323,gumdag,39.2061,54.5906,35.21,21,0,7.33,TM,1691597551
324,nieuw amsterdam,5.8833,-55.0833,33.9,63,42,3.53,SR,1691597551
325,gonabad,34.3529,58.6837,31.53,17,28,7.66,IR,1691597551
326,birao,10.2849,22.7882,23.1,92,99,2.49,CF,1691597552
327,kerikeri,-35.2268,173.9474,6.69,92,7,1.85,NZ,1691597552
328,mhangura,-16.8939,30.1683,18.6,21,0,2.5,ZW,1691597552
329,banda aceh,5.5577,95.3222,26.49,82,86,4.13,ID,1691597552
330,roztoky,50.1584,14.3976,21.28,48,0,5.14,CZ,1691597552
331,urucara,-2.5364,-57.76,37.34,31,2,2.27,BR,1691597487
332,hampton bays,40.869,-72.5176,27.36,60,0,6.17,US,1691597552
333,hammerfest,70.6634,23.6821,26.25,57,20,4.12,NO,1691597552
334,omsk,55.0,73.4,22.94,53,0,2.0,RU,1691597552
335,fatehpur,25.9333,80.8,30.12,66,100,3.41,IN,1691597553
336,adam,22.3756,57.5233,37.46,26,64,4.14,OM,1691597553
337,malanje,-9.5402,16.341,30.92,16,2,1.5,AO,1691597553
338,whitehorse,60.7161,-135.0538,13.43,75,40,5.14,CA,1691597553
339,broken hill,-31.95,141.4333,12.69,44,0,6.56,AU,1691597553
340,kouroussa,10.65,-9.8833,26.09,79,95,2.51,GN,1691597553
341,vilyuchinsk,52.9306,158.4028,12.92,76,100,4.61,RU,1691597553
342,malmberget,67.1753,20.6549,19.31,42,40,5.14,SE,1691597553
343,sitka,57.0531,-135.33,13.94,88,100,0.0,US,1691597554
344,aykhal,66.0,111.5,15.52,56,25,4.85,RU,1691597554
345,saint-philippe,-21.3585,55.7679,21.77,79,36,3.85,RE,1691597554
346,burang,30.25,81.1667,12.63,87,95,2.25,CN,1691597554
347,wotje,9.4543,170.2367,27.7,74,60,4.1,MH,1691597554
348,port douglas,-16.4833,145.4667,21.02,84,99,7.62,AU,1691597554
349,yarkovo,57.4028,67.0786,19.71,70,99,2.34,RU,1691597554
350,al jahra',29.3375,47.6581,36.46,21,1,4.04,KW,1691597554
351,rawson,-43.3002,-65.1023,20.2,31,84,11.1,AR,1691597554
352,aral,40.5156,81.2636,31.52,21,0,4.25,CN,1691597555
353,brumunddal,60.881,10.9395,13.07,84,97,1.94,NO,1691597555
354,kayenta,36.7278,-110.2546,26.6,13,57,5.68,US,1691597555
355,ploneour-lanvern,47.9,-4.2833,25.16,69,28,4.12,FR,1691597555
356,katsuura,35.1333,140.3,26.84,89,0,6.26,JP,1691597555
357,nova vicosa,-17.8919,-39.3719,25.57,62,8,4.03,BR,1691597555
358,mochudi,-24.4167,26.15,21.33,19,1,3.34,BW,1691597555
359,bamboo flat,11.7,92.7167,27.67,83,100,6.69,IN,1691597555
